#columns:point_slug	jlpt	module	bunpro_id	tofugu_url	imabi_url	shinkanzen_ref	djg_page	notes

くらい2	n3	03-n3	bunpro:くらい2			sk:auto/n3	djg:bunpro/くらい2	strict-deck; bunpro:くらい2; くらい ②; To the extent that, So…that, About the only thing that...
こそ	n3	03-n3	bunpro:こそ			sk:auto/n3	djg:bunpro/こそ	strict-deck; bunpro:こそ; こそ; For sure, For certain, Even more so, Underlined or bolded text
ことか	n3	03-n3	bunpro:ことか			sk:auto/n3	djg:bunpro/ことか	strict-deck; bunpro:ことか; ことか; How…, What..., God knows...
ことから	n3	03-n3	bunpro:ことから			sk:auto/n3	djg:bunpro/ことから	strict-deck; bunpro:ことから; ことから; From the fact that
ことがある	n3	03-n3	bunpro:ことがある			sk:auto/n3	djg:bunpro/ことがある	strict-deck; bunpro:ことがある; ことがある; Something is possible, Sometimes, Occasionally, There are times when
ことだ	n3	03-n3	bunpro:ことだ			sk:auto/n3	djg:bunpro/ことだ	strict-deck; bunpro:ことだ; ことだ; Should, Ought
ことなの	n3	03-n3	bunpro:ことなの			sk:auto/n3	djg:bunpro/ことなの	strict-deck; bunpro:ことなの; ことなの; (A) is (Description of A), (A) means that (Description of A)
ことに	n3	03-n3	bunpro:ことに			sk:auto/n3	djg:bunpro/ことに	strict-deck; bunpro:ことに; ことに; Extremely, Especially, To my ...
ことにする	n3	03-n3	bunpro:ことにする			sk:auto/n3	djg:bunpro/ことにする	strict-deck; bunpro:ことにする; ことにする; To decide on, Have decided to
ことになる	n3	03-n3	bunpro:ことになる			sk:auto/n3	djg:bunpro/ことになる	strict-deck; bunpro:ことになる; ことになる; It will end up being, It is the result of, It has been decided that
ことはない	n3	03-n3	bunpro:ことはない			sk:auto/n3	djg:bunpro/ことはない	strict-deck; bunpro:ことはない; ことはない; There is no need to, Never happens
さ-casualよ	n3	03-n3	bunpro:さ-casualよ			sk:auto/n3	djg:bunpro/さ-casualよ	strict-deck; bunpro:さ-casualよ; さ - Casual よ; Casual よ
さ-filler	n3	03-n3	bunpro:さ-filler			sk:auto/n3	djg:bunpro/さ-filler	strict-deck; bunpro:さ-filler; さ - Filler; Like, You know, You see, Listen, Uhh
さ-interjection	n3	03-n3	bunpro:さ-interjection			sk:auto/n3	djg:bunpro/さ-interjection	strict-deck; bunpro:さ-interjection; さ - Interjection; All right, There we go, Now, You see, Well (I don't know, let me see)
さえ	n3	03-n3	bunpro:さえ			sk:auto/n3	djg:bunpro/さえ	strict-deck; bunpro:さえ; さえ; Even
さえ-ば	n3	03-n3	bunpro:さえ-ば			sk:auto/n3	djg:bunpro/さえ-ば	strict-deck; bunpro:さえ-ば; さえ〜ば; If only…then, As long as..., Provided..., Only thing ... needs for ... is ...
させてもらう	n3	03-n3	bunpro:させてもらう			sk:auto/n3	djg:bunpro/させてもらう	strict-deck; bunpro:させてもらう; させてもらう; To have the honor of doing, To take the liberty of doing, To do (polite, formal)
さて	n3	03-n3	bunpro:さて			sk:auto/n3	djg:bunpro/さて	strict-deck; bunpro:さて; さて; Well, Well then
しかない	n3	03-n3	bunpro:しかない			sk:auto/n3	djg:bunpro/しかない	strict-deck; bunpro:しかない; しかない; Have no choice but, Only, Just
すでに	n3	03-n3	bunpro:すでに			sk:auto/n3	djg:bunpro/すでに	strict-deck; bunpro:すでに; すでに; Already, Too late
すると	n3	03-n3	bunpro:すると			sk:auto/n3	djg:bunpro/すると	strict-deck; bunpro:すると; すると; Having done..., If...is done..., (And/just) then, Thereupon, If so
ずっと2	n3	03-n3	bunpro:ずっと2			sk:auto/n3	djg:bunpro/ずっと2	strict-deck; bunpro:ずっと2; ずっと ②; By far, Way, Far...er, Far...more
ずつ	n3	03-n3	bunpro:ずつ			sk:auto/n3	djg:bunpro/ずつ	strict-deck; bunpro:ずつ; ～ずつ; One at a time, Per, Each, Gradually
ずに	n3	03-n3	bunpro:ずに			sk:auto/n3	djg:bunpro/ずに	strict-deck; bunpro:ずに; ずに; Without doing
ずにはいられない	n3	03-n3	bunpro:ずにはいられない			sk:auto/n3	djg:bunpro/ずにはいられない	strict-deck; bunpro:ずにはいられない; ずにはいられない; Cannot help doing something, Cannot resist doing something
せいで	n3	03-n3	bunpro:せいで			sk:auto/n3	djg:bunpro/せいで	strict-deck; bunpro:せいで; せいで; Because of, Due to, Blame
せっかく	n3	03-n3	bunpro:せっかく			sk:auto/n3	djg:bunpro/せっかく	strict-deck; bunpro:せっかく; 折角; With trouble, At great pains, Take the trouble, Might as well..., Rare/long-awaited occasion
そうすると	n3	03-n3	bunpro:そうすると			sk:auto/n3	djg:bunpro/そうすると	strict-deck; bunpro:そうすると; そうすると; Having done that..., If that is done..., (And/just) then, Thereupon, If so
そうだ	n3	03-n3	bunpro:そうだ			sk:auto/n3	djg:bunpro/そうだ	strict-deck; bunpro:そうだ; そうだ ; I heard that, It is said that
そうもない	n3	03-n3	bunpro:そうもない			sk:auto/n3	djg:bunpro/そうもない	strict-deck; bunpro:そうもない; そうもない; Very unlikely to, Does not seem that, Does not appear that
そこで	n3	03-n3	bunpro:そこで			sk:auto/n3	djg:bunpro/そこで	strict-deck; bunpro:そこで; そこで; Accordingly, Now, Therefore, To that end
そのため-に	n3	03-n3	bunpro:そのため-に			sk:auto/n3	djg:bunpro/そのため-に	strict-deck; bunpro:そのため-に; そのため(に); For that reason, Because of that, To that end
その結果	n3	03-n3	bunpro:その結果			sk:auto/n3	djg:bunpro/その結果	strict-deck; bunpro:その結果; その結果; As a result
それぞれ	n3	03-n3	bunpro:それぞれ			sk:auto/n3	djg:bunpro/それぞれ	strict-deck; bunpro:それぞれ; それぞれ; Each, Respectively
たて	n3	03-n3	bunpro:たて			sk:auto/n3	djg:bunpro/たて	strict-deck; bunpro:たて; たて; Freshly ~ed, Just ~ed
たとえ-ても	n3	03-n3	bunpro:たとえ-ても			sk:auto/n3	djg:bunpro/たとえ-ても	strict-deck; bunpro:たとえ-ても; たとえ〜ても; Even if…is the case, Supposing that
たとたんに	n3	03-n3	bunpro:たとたんに			sk:auto/n3	djg:bunpro/たとたんに	strict-deck; bunpro:たとたんに; たとたんに; The instant or moment, As soon as, Just as
たびに	n3	03-n3	bunpro:たびに			sk:auto/n3	djg:bunpro/たびに	strict-deck; bunpro:たびに; たびに; Each time, Every time, Whenever
ため-に	n3	03-n3	bunpro:ため-に			sk:auto/n3	djg:bunpro/ため-に	strict-deck; bunpro:ため-に; ため(に); For, For the sake of, In order to
ために	n3	03-n3	bunpro:ために			sk:auto/n3	djg:bunpro/ために	strict-deck; bunpro:ために; ために; Due to, Because of, As a result of
たものだ	n3	03-n3	bunpro:たものだ			sk:auto/n3	djg:bunpro/たものだ	strict-deck; bunpro:たものだ; たものだ; Used to
たらいい-といい	n3	03-n3	bunpro:たらいい-といい			sk:auto/n3	djg:bunpro/たらいい-といい	strict-deck; bunpro:たらいい-といい; たらいい・といい; It would be nice if, It would be good if, Should, I hope
だけしか	n3	03-n3	bunpro:だけしか			sk:auto/n3	djg:bunpro/だけしか	strict-deck; bunpro:だけしか; だけしか;  To emphasize '~only', Nothing but
だけでなく-て-も	n3	03-n3	bunpro:だけでなく-て-も			sk:auto/n3	djg:bunpro/だけでなく-て-も	strict-deck; bunpro:だけでなく-て-も; だけでなく(て)～も; Not only ~ but ~ also, Not just ~ but ~ also
だって	n3	03-n3	bunpro:だって			sk:auto/n3	djg:bunpro/だって	strict-deck; bunpro:だって; だって; I heard/was said, Because, But, Even or also, Even if or even though
だらけ	n3	03-n3	bunpro:だらけ			sk:auto/n3	djg:bunpro/だらけ	strict-deck; bunpro:だらけ; だらけ; Completely covered in, Full of
ちゃんと-きちんと	n3	03-n3	bunpro:ちゃんと-きちんと			sk:auto/n3	djg:bunpro/ちゃんと-きちんと	strict-deck; bunpro:ちゃんと-きちんと; ちゃんと・きちんと; Properly, Neatly, Orderly, Sufficiently, Decently
っけ	n3	03-n3	bunpro:っけ			sk:auto/n3	djg:bunpro/っけ	strict-deck; bunpro:っけ; っけ; What is…again?, Was it... that... ?, Did you say...?
って-slang	n3	03-n3	bunpro:って-slang			sk:auto/n3	djg:bunpro/って-slang	strict-deck; bunpro:って-slang; って; As for, Speaking of, Casual は (Sentence topic marker)
っぱなし	n3	03-n3	bunpro:っぱなし			sk:auto/n3	djg:bunpro/っぱなし	strict-deck; bunpro:っぱなし; っぱなし; Leaving something in a certain state, Left as is, Keep on -ing
っぽい	n3	03-n3	bunpro:っぽい			sk:auto/n3	djg:bunpro/っぽい	strict-deck; bunpro:っぽい; っぽい; -ish, -like, Characteristic of, Typical of, Tendency to
つい	n3	03-n3	bunpro:つい			sk:auto/n3	djg:bunpro/つい	strict-deck; bunpro:つい; つい; Accidentally, Unconsciously, Against one's better judgement
ついでに	n3	03-n3	bunpro:ついでに			sk:auto/n3	djg:bunpro/ついでに	strict-deck; bunpro:ついでに; ついでに; While you are at it, On the occasion
つまり	n3	03-n3	bunpro:つまり			sk:auto/n3	djg:bunpro/つまり	strict-deck; bunpro:つまり; つまり; In short, To sum up, In other words
てごらん	n3	03-n3	bunpro:てごらん			sk:auto/n3	djg:bunpro/てごらん	strict-deck; bunpro:てごらん; てごらん; (Please) try to, (Please) look
ても-なくても	n3	03-n3	bunpro:ても-なくても			sk:auto/n3	djg:bunpro/ても-なくても	strict-deck; bunpro:ても-なくても; ～ても～なくても; Whether ~ or not
てもかまわない	n3	03-n3	bunpro:てもかまわない			sk:auto/n3	djg:bunpro/てもかまわない	strict-deck; bunpro:てもかまわない; てもかまわない; It doesn't matter if, I don't mind
て初めて	n3	03-n3	bunpro:て初めて			sk:auto/n3	djg:bunpro/て初めて	strict-deck; bunpro:て初めて; て初めて; For the first time, Not until, Only after, Only when, Only because
である	n3	03-n3	bunpro:である			sk:auto/n3	djg:bunpro/である	strict-deck; bunpro:である; である; Formal or literary だ, Authoritative, Copula
できれば-できたら	n3	03-n3	bunpro:できれば-できたら			sk:auto/n3	djg:bunpro/できれば-できたら	strict-deck; bunpro:できれば-できたら; できれば・できたら; If possible
では-それでは-じゃあ	n3	03-n3	bunpro:では-それでは-じゃあ			sk:auto/n3	djg:bunpro/では-それでは-じゃあ	strict-deck; bunpro:では-それでは-じゃあ; では・それでは・じゃあ; If so, Well (then), In that case
ではなくて-じゃなくて	n3	03-n3	bunpro:ではなくて-じゃなくて			sk:auto/n3	djg:bunpro/ではなくて-じゃなくて	strict-deck; bunpro:ではなくて-じゃなくて; ではなくて・じゃなくて; Not A but B, Conjunctive
でもある	n3	03-n3	bunpro:でもある			sk:auto/n3	djg:bunpro/でもある	strict-deck; bunpro:でもある; でもある; Be also, It also is
でよければ	n3	03-n3	bunpro:でよければ			sk:auto/n3	djg:bunpro/でよければ	strict-deck; bunpro:でよければ; でよければ; If it is alright, If you don't mind, If you would like, If possible
で言うと	n3	03-n3	bunpro:で言うと			sk:auto/n3	djg:bunpro/で言うと	strict-deck; bunpro:で言うと; で言うと; In, Of, According to
という-called	n3	03-n3	bunpro:という-called			sk:auto/n3	djg:bunpro/という-called	strict-deck; bunpro:という-called; という; Called, Named, Known as, As much as
ということだ	n3	03-n3	bunpro:ということだ			sk:auto/n3	djg:bunpro/ということだ	strict-deck; bunpro:ということだ; ということだ; I heard that, Rumor has it that, It is said that, It means that
というのは	n3	03-n3	bunpro:というのは			sk:auto/n3	djg:bunpro/というのは	strict-deck; bunpro:というのは; というのは; ~ Known as ~ is, ~ Called ~ is, ~ Means ~, Because
というのは事実だ	n3	03-n3	bunpro:というのは事実だ			sk:auto/n3	djg:bunpro/というのは事実だ	strict-deck; bunpro:というのは事実だ; ～というのは事実だ; It is a fact that ~, There is no doubt that
というより	n3	03-n3	bunpro:というより			sk:auto/n3	djg:bunpro/というより	strict-deck; bunpro:というより; というより; ...is more of a... than a..., Rather than saying that...
という理由で	n3	03-n3	bunpro:という理由で			sk:auto/n3	djg:bunpro/という理由で	strict-deck; bunpro:という理由で; という理由で; For (that) reason; on the grounds of (that), With the reasoning, Under the pretext of, Due to
といえば	n3	03-n3	bunpro:といえば			sk:auto/n3	djg:bunpro/といえば	strict-deck; bunpro:といえば; といえば; Speaking of, If it were the case that
とおり	n3	03-n3	bunpro:とおり			sk:auto/n3	djg:bunpro/とおり	strict-deck; bunpro:とおり; とおり; In that way, Exactly, Precisely, Just as
ところが	n3	03-n3	bunpro:ところが			sk:auto/n3	djg:bunpro/ところが	strict-deck; bunpro:ところが; ところが; Even so, However, Even though, But
ところだった1	n3	03-n3	bunpro:ところだった1			sk:auto/n3	djg:bunpro/ところだった1	strict-deck; bunpro:ところだった1; ところだった ①; Almost, Nearly, About to, On the verge of
ところで	n3	03-n3	bunpro:ところで			sk:auto/n3	djg:bunpro/ところで	strict-deck; bunpro:ところで; ところで; By the way, Incidentally
としたら-とすれば-とすると	n3	03-n3	bunpro:としたら-とすれば-とすると			sk:auto/n3	djg:bunpro/としたら-とすれば-とすると	strict-deck; bunpro:としたら-とすれば-とすると; としたら・とすれば・とすると; If it were the case that, Assuming that...
として	n3	03-n3	bunpro:として			sk:auto/n3	djg:bunpro/として	strict-deck; bunpro:として; として; As (i.e. in the role of), For
とても-ない	n3	03-n3	bunpro:とても-ない			sk:auto/n3	djg:bunpro/とても-ない	strict-deck; bunpro:とても-ない; とても～ない; Not ~ at all, Cannot ~ at all
とは限らない	n3	03-n3	bunpro:とは限らない			sk:auto/n3	djg:bunpro/とは限らない	strict-deck; bunpro:とは限らない; とは限らない; Not necessarily so, Is not always true, There is no guarantee that
と並んで	n3	03-n3	bunpro:と並んで			sk:auto/n3	djg:bunpro/と並んで	strict-deck; bunpro:と並んで; と並んで; In line with, Comparable with, Along with, Just like, As … as
と共に	n3	03-n3	bunpro:と共に			sk:auto/n3	djg:bunpro/と共に	strict-deck; bunpro:と共に; と共に; Together with, At the same time,  As well as
と同じくらい	n3	03-n3	bunpro:と同じくらい			sk:auto/n3	djg:bunpro/と同じくらい	strict-deck; bunpro:と同じくらい; と同じくらい; About the same as, About as, No less
と同じで-と違って	n3	03-n3	bunpro:と同じで-と違って			sk:auto/n3	djg:bunpro/と同じで-と違って	strict-deck; bunpro:と同じで-と違って; と同じで・と違って; Like, Similar to, Unlike, Dissimilar to
と同時に	n3	03-n3	bunpro:と同時に			sk:auto/n3	djg:bunpro/と同時に	strict-deck; bunpro:と同時に; と同時に; At the same time as, The instant, The moment, As well as
と言える	n3	03-n3	bunpro:と言える			sk:auto/n3	djg:bunpro/と言える	strict-deck; bunpro:と言える; と言える; Would or could say that..., Can probably say that..., Fair to say that...
と言っても	n3	03-n3	bunpro:と言っても			sk:auto/n3	djg:bunpro/と言っても	strict-deck; bunpro:と言っても;  ～と言っても; Although ~ might say that ~
どうしても	n3	03-n3	bunpro:どうしても			sk:auto/n3	djg:bunpro/どうしても	strict-deck; bunpro:どうしても; どうしても; Regardless of, No matter what
どころか	n3	03-n3	bunpro:どころか			sk:auto/n3	djg:bunpro/どころか	strict-deck; bunpro:どころか; どころか; Far from, Anything but
どんなに-ても	n3	03-n3	bunpro:どんなに-ても			sk:auto/n3	djg:bunpro/どんなに-ても	strict-deck; bunpro:どんなに-ても; どんなに〜ても; No matter how
ないうちに	n3	03-n3	bunpro:ないうちに			sk:auto/n3	djg:bunpro/ないうちに	strict-deck; bunpro:ないうちに; ないうちに; Before it becomes, Before ~ occurs, Without
ないことはない	n3	03-n3	bunpro:ないことはない			sk:auto/n3	djg:bunpro/ないことはない	strict-deck; bunpro:ないことはない; ないことはない; Is not impossible, It doesn't mean that it isn't
なかなか	n3	03-n3	bunpro:なかなか			sk:auto/n3	djg:bunpro/なかなか	strict-deck; bunpro:なかなか;  なかなか; Very, Quite, Considerably
なかなか-ない	n3	03-n3	bunpro:なかなか-ない			sk:auto/n3	djg:bunpro/なかなか-ない	strict-deck; bunpro:なかなか-ない; なかなか～ない; Not really, Hardly, Not easily or readily, By no means, Far from
ながらも	n3	03-n3	bunpro:ながらも			sk:auto/n3	djg:bunpro/ながらも	strict-deck; bunpro:ながらも; ながらも; But, Even while, Even though, Despite, Although
なし	n3	03-n3	bunpro:なし			sk:auto/n3	djg:bunpro/なし	strict-deck; bunpro:なし; なし; Without, No
なぜなら-から	n3	03-n3	bunpro:なぜなら-から			sk:auto/n3	djg:bunpro/なぜなら-から	strict-deck; bunpro:なぜなら-から; なぜなら〜から; Because, The reason is, That is because
なんか-なんて	n3	03-n3	bunpro:なんか-なんて			sk:auto/n3	djg:bunpro/なんか-なんて	strict-deck; bunpro:なんか-なんて; なんか・なんて; Such as, Things like, Emphasis
において-における	n3	03-n3	bunpro:において-における			sk:auto/n3	djg:bunpro/において-における	strict-deck; bunpro:において-における; において・における; In, On, At, Regarding, In terms of
にかけて	n3	03-n3	bunpro:にかけて			sk:auto/n3	djg:bunpro/にかけて	strict-deck; bunpro:にかけて; にかけて; Over (a period), From ~ until, Through
にしては	n3	03-n3	bunpro:にしては			sk:auto/n3	djg:bunpro/にしては	strict-deck; bunpro:にしては; にしては; (Even) considering, (Even) for
にしても	n3	03-n3	bunpro:にしても			sk:auto/n3	djg:bunpro/にしても	strict-deck; bunpro:にしても; にしても; Even though, Even if, Even when, Also
について	n3	03-n3	bunpro:について			sk:auto/n3	djg:bunpro/について	strict-deck; bunpro:について; について; Concerning, About, Regarding
につれて	n3	03-n3	bunpro:につれて			sk:auto/n3	djg:bunpro/につれて	strict-deck; bunpro:につれて; につれて; As…then, In proportion to, (Along) with
にもとづいて	n3	03-n3	bunpro:にもとづいて			sk:auto/n3	djg:bunpro/にもとづいて	strict-deck; bunpro:にもとづいて; にもとづいて; Based on, In accordance with
によって-による	n3	03-n3	bunpro:によって-による			sk:auto/n3	djg:bunpro/によって-による	strict-deck; bunpro:によって-による; によって・による; By means of, According to, Depending on, Because of, Due to
によると-によれば	n3	03-n3	bunpro:によると-によれば			sk:auto/n3	djg:bunpro/によると-によれば	strict-deck; bunpro:によると-によれば; によると・によれば; According to
に代わって	n3	03-n3	bunpro:に代わって			sk:auto/n3	djg:bunpro/に代わって	strict-deck; bunpro:に代わって; に代わって; In place of, On behalf of, To succeed
に取って	n3	03-n3	bunpro:に取って			sk:auto/n3	djg:bunpro/に取って	strict-deck; bunpro:に取って; に取って; To, For, Concerning
に合わせて-に合った	n3	03-n3	bunpro:に合わせて-に合った			sk:auto/n3	djg:bunpro/に合わせて-に合った	strict-deck; bunpro:に合わせて-に合った; に合わせて・に合った; In accordance with, Matching, Fitting, Suitable for, Adjust or tune to
に対して	n3	03-n3	bunpro:に対して			sk:auto/n3	djg:bunpro/に対して	strict-deck; bunpro:に対して; に対して; In contrast to, While, In regard to, Whereas
に当たる	n3	03-n3	bunpro:に当たる			sk:auto/n3	djg:bunpro/に当たる	strict-deck; bunpro:に当たる; に当たる; Correspond to, Amounts to, Equals to, Is appropriate
に比べて	n3	03-n3	bunpro:に比べて			sk:auto/n3	djg:bunpro/に比べて	strict-deck; bunpro:に比べて; に比べて; Compared to, When compared to
に違いない	n3	03-n3	bunpro:に違いない			sk:auto/n3	djg:bunpro/に違いない	strict-deck; bunpro:に違いない; に違いない; There is no doubt that, I'm sure
に関する-に関して	n3	03-n3	bunpro:に関する-に関して			sk:auto/n3	djg:bunpro/に関する-に関して	strict-deck; bunpro:に関する-に関して; に関する・に関して; Related to, About, Regarding
に限る	n3	03-n3	bunpro:に限る			sk:auto/n3	djg:bunpro/に限る	strict-deck; bunpro:に限る; に限る; Nothing better than, There's nothing like, Limited to
のに	n3	03-n3	bunpro:のに			sk:auto/n3	djg:bunpro/のに	strict-deck; bunpro:のに; のに; In order to
のはxの方だ	n3	03-n3	bunpro:のはxの方だ			sk:auto/n3	djg:bunpro/のはxの方だ	strict-deck; bunpro:のはxの方だ; のはXの方だ; It is...that..., It is...who..., ...is the one that..., ...is the one who...
の姿	n3	03-n3	bunpro:の姿			sk:auto/n3	djg:bunpro/の姿	strict-deck; bunpro:の姿; ～(の)姿; Figure, Shape, Appearance, Looks, Wearing, Dressed in, Presence
の間に	n3	03-n3	bunpro:の間に			sk:auto/n3	djg:bunpro/の間に	strict-deck; bunpro:の間に; の間に; While, During, Between, Period
は-くらいです	n3	03-n3	bunpro:は-くらいです			sk:auto/n3	djg:bunpro/は-くらいです	strict-deck; bunpro:は-くらいです; は～くらいです; About the only, To the extent that
は-で有名	n3	03-n3	bunpro:は-で有名			sk:auto/n3	djg:bunpro/は-で有名	strict-deck; bunpro:は-で有名; ～は～で有名; Is famous for
は-となっている	n3	03-n3	bunpro:は-となっている			sk:auto/n3	djg:bunpro/は-となっている	strict-deck; bunpro:は-となっている; ～は～となっている; It is (has been), Have/has become, Happen to be, Has been established
はもちろん	n3	03-n3	bunpro:はもちろん			sk:auto/n3	djg:bunpro/はもちろん	strict-deck; bunpro:はもちろん; はもちろん; Not only but also, Let alone, Not to mention, Of course
は言うまでもない1	n3	03-n3	bunpro:は言うまでもない1			sk:auto/n3	djg:bunpro/は言うまでもない1	strict-deck; bunpro:は言うまでもない1; は言うまでもない ①; It goes without saying (that), (It is) needless to say, I don't need to remind you
ば-ほど	n3	03-n3	bunpro:ば-ほど			sk:auto/n3	djg:bunpro/ば-ほど	strict-deck; bunpro:ば-ほど; ば〜ほど; The more…the more
ばいい	n3	03-n3	bunpro:ばいい			sk:auto/n3	djg:bunpro/ばいい	strict-deck; bunpro:ばいい; ばいい; Can, Should, It'd be good if
ばかり	n3	03-n3	bunpro:ばかり			sk:auto/n3	djg:bunpro/ばかり	strict-deck; bunpro:ばかり; ばかり; Just, Only, Nothing but
ばかりだ	n3	03-n3	bunpro:ばかりだ			sk:auto/n3	djg:bunpro/ばかりだ	strict-deck; bunpro:ばかりだ; ばかりだ; (Only) continue to, Keep on -ing, More and more
ばかりでなく	n3	03-n3	bunpro:ばかりでなく			sk:auto/n3	djg:bunpro/ばかりでなく	strict-deck; bunpro:ばかりでなく; ばかりでなく; Not only…but also, As well as
ばかりに	n3	03-n3	bunpro:ばかりに			sk:auto/n3	djg:bunpro/ばかりに	strict-deck; bunpro:ばかりに; ばかりに; Simply because, Only because, Just because, Simply on account of
ふりをする	n3	03-n3	bunpro:ふりをする			sk:auto/n3	djg:bunpro/ふりをする	strict-deck; bunpro:ふりをする; ふりをする; To pretend, To act as if
べき	n3	03-n3	bunpro:べき			sk:auto/n3	djg:bunpro/べき	strict-deck; bunpro:べき; べき; Must, Should , Ought to
べきではない	n3	03-n3	bunpro:べきではない			sk:auto/n3	djg:bunpro/べきではない	strict-deck; bunpro:べきではない; べきではない; Should not, Must not , Ought not to
ほど	n3	03-n3	bunpro:ほど			sk:auto/n3	djg:bunpro/ほど	strict-deck; bunpro:ほど; ほど; The more, About, To the extent that, So much… that
ほど～ない	n3	03-n3	bunpro:ほど～ない			sk:auto/n3	djg:bunpro/ほど～ない	strict-deck; bunpro:ほど～ない; ほど～ない; Is not as…as, Isn't... like..., Not to the extent of...
まさか	n3	03-n3	bunpro:まさか			sk:auto/n3	djg:bunpro/まさか	strict-deck; bunpro:まさか; まさか; I never dreamed, Never, No way, Don't tell me, You don't say
ますます	n3	03-n3	bunpro:ますます			sk:auto/n3	djg:bunpro/ますます	strict-deck; bunpro:ますます; ますます; Increasingly, More and more, Decreasingly, Less and less, Keep -ing
まま	n3	03-n3	bunpro:まま			sk:auto/n3	djg:bunpro/まま	strict-deck; bunpro:まま; まま(に); As is, While remaining, Left in a state
まるで-ようだ	n3	03-n3	bunpro:まるで-ようだ			sk:auto/n3	djg:bunpro/まるで-ようだ	strict-deck; bunpro:まるで-ようだ; まるで…ようだ; It is entirely as if, It is just as though
み	n3	03-n3	bunpro:み			sk:auto/n3	djg:bunpro/み	strict-deck; bunpro:み; み; ~ness, Used to indicate conditions or nature
むしろ	n3	03-n3	bunpro:むしろ			sk:auto/n3	djg:bunpro/むしろ	strict-deck; bunpro:むしろ; むしろ; Rather, Instead, Over
めったに-ない	n3	03-n3	bunpro:めったに-ない			sk:auto/n3	djg:bunpro/めったに-ない	strict-deck; bunpro:めったに-ない; めったに〜ない; Hardly, Rarely, Seldom
もしかしたら	n3	03-n3	bunpro:もしかしたら			sk:auto/n3	djg:bunpro/もしかしたら	strict-deck; bunpro:もしかしたら; もしかしたら; Perhaps, Maybe, Possibly
もしも～なら・もしも～でも	n3	03-n3	bunpro:もしも～なら・もしも～でも			sk:auto/n3	djg:bunpro/もしも～なら・もしも～でも	strict-deck; bunpro:もしも～なら・もしも～でも; もしも～なら・もしも～でも;  If, Supposing
もっとも	n3	03-n3	bunpro:もっとも			sk:auto/n3	djg:bunpro/もっとも	strict-deck; bunpro:もっとも; もっとも; Although, But, However, For all that, Provided that
もの-もん	n3	03-n3	bunpro:もの-もん			sk:auto/n3	djg:bunpro/もの-もん	strict-deck; bunpro:もの-もん; もの・もん; Because, Cause
ものだ	n3	03-n3	bunpro:ものだ			sk:auto/n3	djg:bunpro/ものだ	strict-deck; bunpro:ものだ; ものだ; Supposed to, Should, That's the way it is
ような気がする	n3	03-n3	bunpro:ような気がする			sk:auto/n3	djg:bunpro/ような気がする	strict-deck; bunpro:ような気がする; ような気がする; Have a feeling that
わけがない	n3	03-n3	bunpro:わけがない			sk:auto/n3	djg:bunpro/わけがない	strict-deck; bunpro:わけがない; わけがない; There is no way, There is no reason, It is impossible, Cannot be
わけだ	n3	03-n3	bunpro:わけだ			sk:auto/n3	djg:bunpro/わけだ	strict-deck; bunpro:わけだ; わけだ; For that reason, No wonder, As you'd expect, Naturally, Thus, This is why
わけではない	n3	03-n3	bunpro:わけではない			sk:auto/n3	djg:bunpro/わけではない	strict-deck; bunpro:わけではない; わけではない; It doesn't mean that, It is not the case, It's not like
わけにはいかない	n3	03-n3	bunpro:わけにはいかない			sk:auto/n3	djg:bunpro/わけにはいかない	strict-deck; bunpro:わけにはいかない; わけにはいかない; Cannot afford to, No way, Impossible to do
わざわざ	n3	03-n3	bunpro:わざわざ			sk:auto/n3	djg:bunpro/わざわざ	strict-deck; bunpro:わざわざ; わざわざ; Expressly, Especially, Go out of one's way, Take the trouble to
わりに	n3	03-n3	bunpro:わりに			sk:auto/n3	djg:bunpro/わりに	strict-deck; bunpro:わりに; 割に; Although, Despite, Rather...for, Unexpectedly, Comparatively, Considering
をはじめ	n3	03-n3	bunpro:をはじめ			sk:auto/n3	djg:bunpro/をはじめ	strict-deck; bunpro:をはじめ; をはじめ; Not only...but also..., Starting with
んじゃない	n3	03-n3	bunpro:んじゃない			sk:auto/n3	djg:bunpro/んじゃない	strict-deck; bunpro:んじゃない; んじゃない; Don't, Mustn't, Shouldn't have
んだって	n3	03-n3	bunpro:んだって			sk:auto/n3	djg:bunpro/んだって	strict-deck; bunpro:んだって; んだって; I heard that, He or She said that
一体	n3	03-n3	bunpro:一体			sk:auto/n3	djg:bunpro/一体	strict-deck; bunpro:一体; 一体; (What) the heck?, (Who) in the world?, (Where) on earth?, (How many) f*ing...
一方だ	n3	03-n3	bunpro:一方だ			sk:auto/n3	djg:bunpro/一方だ	strict-deck; bunpro:一方だ; 一方だ; More and more, Continue to, Keep on, -er and -er
一方で	n3	03-n3	bunpro:一方で			sk:auto/n3	djg:bunpro/一方で	strict-deck; bunpro:一方で; 一方で; On the other hand, At the same time, While
上がる-上げる	n3	03-n3	bunpro:上がる-上げる			sk:auto/n3	djg:bunpro/上がる-上げる	strict-deck; bunpro:上がる-上げる; 上がる・上げる; Something is finished, To finish something, Something has come to an end, To do something completely, To do something through
上で	n3	03-n3	bunpro:上で			sk:auto/n3	djg:bunpro/上で	strict-deck; bunpro:上で; 上で; After, Upon
中	n3	03-n3	bunpro:中			sk:auto/n3	djg:bunpro/中	strict-deck; bunpro:中; 中; During, While, Throughout, In the process of
